"" "" "" "" "" "" "" "" "foldChange"
"CUL2" 12.2743655538388 0 56.5271863675698 0 0.000556818971824274 0.520965197215777 0 0.244835051546392 0.82456140350877
"IRF4" 22.8144805599543 0 45.4513045282696 0 0 0.417644268774704 0 0.250151515151515 -1.21276595744681
"TMEM120A" 3.33485505908678 0 4.76482002326937 0 0.00592520665156535 0.00861016949152542 0 0.234244444444444 -1.21276595744681
"ITM2A" 12.3618522638257 0 47.3597977698749 0 4.87804878048781e-05 0.520965197215777 0 0.353526530612245 -1.2127659574468
"UMPS" 13.0257452156115 0 5.4646946248226 0 0.000376822276822277 0.29107027027027 0 0.175846153846154 0.824561403508773
"C5orf22" 24.7889179675479 0 44.0670664569599 0 5.40540540540541e-05 0.520965197215777 0 0.181011494252874 0.824561403508773
"SUMO1" 20.2854398384036 0 27.1452183837438 0 0.000639910909690197 0.18288 0 0.145142857142857 0.824561403508769
"PRDX3" 0.146190712655224 0 30.5705680028902 0 1.12908961593172e-05 0.0590697674418605 0 0.120952380952381 0.824561403508773
"LOC284454" 42.0569067114941 0 28.6744742130505 0 9.75609756097561e-05 0.40225306122449 0 0.179473053892216 -1.2127659574468
"C2CD5" 13.2069744452469 0 56.0739739137496 0 0 0.368183486238532 0 0.197694581280788 0.824561403508773
"FLJ37453" 20.5975480206357 0.0273457556935818 45.1293004890804 0.0159081419624217 -4.87804878048781e-05 0.520965197215777 0 0.334433333333333 -1.21276595744681
"EXTL2" 34.066054255303 0.0478852459016393 26.4468327551295 0.0924580777096115 0.000206675224646983 0.602854771784232 0 0.280080357142857 0.824561403508776
"ATG2A" 19.1868345251529 0 35.507116212302 0 0 0.292236559139785 0 0.147177570093458 -1.21276595744681
"DCN" 5.59661612929618 0 29.5569710827475 0 5.27356624917601e-06 0.180697986577181 0 0.156575342465753 0.82456140350877
"FAM101B" 7.78103230408809 0 42.098266035742 0 0 0 0 0.155737226277372 -1.21276595744681
"BTG1" 40.8144481728661 0 28.4759490741286 0 0.000170726495726496 0 0 0 -1.21276595744681
"ERN1" 17.0591939189538 0 73.9291285970045 0 -9.52380952380952e-05 0.559334736842105 0 0.14443137254902 -1.21276595744681
"TGOLN2" 1.45261263504452 0 5.28164409749599 0 -0.000108108108108108 0 0 0.115018867924528 0.824561403508772
"LOC100130264" 19.2151090227866 0 22.345726342088 0 0 0.0163870967741935 0 0.232228571428571 -1.21276595744681
"SLC7A11" 14.7437829057427 0 24.5309247456335 0 4.22445400924597e-05 0.649743380855397 0 0.203984555984556 -1.21276595744681
"PRKCZ" 15.6732727910312 0 50.0493473534033 0 0 0.441903345724907 0 0.191497382198953 -1.21276595744681
"SH2D2A" 5.24577218951017 0.00110675381263617 43.1427306754786 0 -0.000106685633001422 0.608552577319588 0 0.20831654676259 -1.21276595744681
"PDE2A" 22.6591441919398 0 22.9067467541739 0 0 0.536465517241379 0 0.25273 -1.21276595744681
"GINM1" 23.9704125626189 0 36.0180347620538 0 0 0.5969 0 0.203984555984556 0.824561403508771
"SLC16A10" 52.7800466202769 0.230171656686627 37.0408512580444 0.344714285714286 9.19661733615222e-05 0.520965197215777 0 0.216993377483444 0.824561403508782
"MAP3K1" 41.54785882666 0 16.8849399279952 0 0.000771908453303802 0.520965197215777 0 0.198782608695652 0.824561403509324
"FRMD4B" 13.0436440085377 0 35.3855886420997 0 0.00124001654117933 0.520965197215777 0 0.20667680608365 -1.21276595744681
"MARS2" 21.1235787189175 0.230171656686627 29.6648443243057 0.150556451612903 0 0.519217665615142 0 0.242842377260982 0.824561403508774
"DNAJC19" 10.0952683960094 0 47.2020217520753 0 0.000166666666666667 0.071010752688172 0 0.209176470588235 0.82456140350877
"FAM57A" 24.689832989893 0 33.5628556895022 0 0.0028816383215296 0.378810344827586 0 0.363004048582996 -1.21276595744681
"HIF1A" 28.3784312056264 0 17.4758691984463 0 0.0012658715621563 0.00861016949152542 0 0.116590163934426 -1.21276595744681
"Mar-01" 22.1149955070049 0 52.6244024769405 0 0.000497248379601321 0.0627865168539326 0 0.198782608695652 0.824561403508771
"LSM6" 13.8134289110399 0 50.2252589266591 0 0 0.00861016949152542 0 0.198782608695652 0.824561403508773
"ZYG11B" 8.05888101374186 0 47.2995458805134 0 0.000153846153846154 0.100641509433962 0 0.181011494252874 0.824561403508771
"ZCRB1" 21.4720204051623 0 50.3312805626229 0 0.00125546386290931 0.44165671641791 0 0.198782608695652 0.824561403508771
"ACAA1" 34.2686807036853 0 20.7723179226713 0 0.00027027027027027 0.122903225806452 0 0.206314176245211 0.824561403508773
"P2RY10" 24.8318307540562 0 22.3680774800983 0 0.000694672898213418 0.527191111111111 0 0.242842377260982 -1.21276595744681
"SLC35F5" 22.2602180305335 0 19.861546576594 0 0.000194444444444444 0.326930693069307 0 0.232142433234421 0.82456140350877
"RNF135" 47.7620969707563 0 37.7612827809015 0 0.00047392140023719 0.09652 0 0.211522184300341 0.824561403508771
